Content_ID,Title,Content_Type,Batch,Jurisdiction,Risk_Class,CMS_Record_Found,CMS_Status,CMS_Private,CMS_Indexable,Published_At,Structured_Content_Present,Excerpt_Present,Word_Count,Reading_Time,Editorial_Result,Terminology_Result,Math_Result,Official_Source_Required,Official_Source_Result,Official_Source_Verified_At,FHIP_Methodology_Required,FHIP_Methodology_Result,Calculation_Version_or_Code_Reference,Related_Content_Result,Related_Content_Count,CTA_Result,Author_Result,Admin_Render_Result,Public_Security_Result,Second_Apply_Result,Readiness_State,Open_Issues,Reviewer_Notes
EX-004,How FHIP Measures Emergency Fund Coverage,FHIP Explainer,09,Global,GREEN,YES,draft,YES,NO,,YES,YES,968,5 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,YES,MATCHES_PRODUCTION,lib/engines/dashboard.ts:computeDashboard(),NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-005,How FHIP Calculates Debt-to-Income Ratio,FHIP Explainer,09,Global,GREEN,YES,draft,YES,NO,,YES,YES,989,5 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,YES,MATCHES_PRODUCTION,lib/engines/dashboard.ts:computeDashboard(),NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-006,How FHIP Calculates Debt Service Ratio,FHIP Explainer,09,Global,GREEN,YES,draft,YES,NO,,YES,YES,990,5 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,YES,MATCHES_PRODUCTION (net-income-preferred/gross-fallback confirmed correct+intentional by PO),lib/engines/dashboard.ts:computeDashboard(),NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-007,How FHIP Measures Financial Resilience,FHIP Explainer,09,Global,GREEN,YES,draft,YES,NO,,YES,YES,1503,8 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,YES,MATCHES_PRODUCTION (architecture-level),lib/engines/resilience.ts:computeResilience(),NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-008,How FHIP Calculates the Financial Health Score,FHIP Explainer,10,Global,GREEN,YES,draft,YES,NO,,YES,YES,1222,6 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,YES,"MATCHES_PRODUCTION (architecture-level, config-driven weights confirmed)",lib/engines/healthScore.ts,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-009,How to Read the FHIP Financial Health Score,FHIP Explainer,10,Global,GREEN,YES,draft,YES,NO,,YES,YES,1102,6 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,YES,MATCHES_PRODUCTION (architecture-level),lib/engines/healthScore.ts,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-010,How FHIP Measures Goal Readiness,FHIP Explainer,10,Global,GREEN,YES,draft,YES,NO,,YES,YES,1153,6 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,YES,MATCHES_PRODUCTION,lib/engines/goalForecast.ts (status/forecastFundingPct),NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-011,How FHIP Tracks Goal Funding Progress,FHIP Explainer,10,Global,GREEN,YES,draft,YES,NO,,YES,YES,1108,6 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,YES,MATCHES_PRODUCTION,lib/engines/goalForecast.ts (progressPct),NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-012,How FHIP Measures Retirement Readiness,FHIP Explainer,10,Global,GREEN,YES,draft,YES,NO,,YES,YES,1129,6 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,YES,MATCHES_PRODUCTION (architecture-level),lib/engines/forecast/retirementCalculator.ts,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-025,How to Read Your FHIP Free Report,FHIP Explainer,10,Global,GREEN,YES,draft,YES,NO,,YES,YES,1638,8 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,YES,MATCHES_PRODUCTION (architecture-level),lib/engines/reportSections.ts:buildReportSections(),NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
EX-026,How to Read Your FHIP Premium Report,FHIP Explainer,11,Global,GREEN,YES,draft,YES,NO,,YES,YES,1373,7 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,YES,MATCHES_PRODUCTION (architecture-level),lib/engines/reportSectionsPremium.ts:buildPremiumSections(),NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
VID-001,What Is Financial Health? | GKTC x FHIP,Video,11,Global,GREEN,YES,draft,YES,NO,,YES,YES,830,4 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,CERTIFIED,2,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"PASS -- live authenticated Admin editor+preview QA 2026-08-21, found+fixed a real CTA-instruction leak (see p0-change-log.csv), 15/15 responsive cells pass, no other corruption","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
VID-002,7 Numbers Every Household Should Know,Video,11,Global,GREEN,YES,draft,YES,NO,,YES,YES,787,4 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,CERTIFIED,2,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
VID-003,Net Worth Explained in 5 Minutes,Video,11,Global,GREEN,YES,draft,YES,NO,,YES,YES,630,3 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,NO,N/A,N/A,CERTIFIED,3,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
VID-004,Savings Rate: The Number That Shows What You Keep,Video,11,Global,GREEN,YES,draft,YES,NO,,YES,YES,627,3 min,PASS,PASS,INDEPENDENTLY_RECOMPUTED_CORRECT,NO,N/A,,NO,N/A,N/A,CERTIFIED,4,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
VID-005,How Much Emergency Fund Do You Really Need?,Video,11,Global,GREEN,YES,draft,YES,NO,,YES,YES,833,4 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,CERTIFIED,4,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
VID-006,Debt-to-Income Ratio Explained,Video,12,Global,GREEN,YES,draft,YES,NO,,YES,YES,606,3 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,CERTIFIED,3,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
VID-007,Financial Resilience: Can Your Finances Absorb a Shock?,Video,12,Global,GREEN,YES,draft,YES,NO,,YES,YES,656,3 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,CERTIFIED,3,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
VID-008,Compounding Explained Visually,Video,12,Global,GREEN,YES,draft,YES,NO,,YES,YES,638,3 min,PASS,PASS,NO_NUMERIC_EXAMPLE_OR_NOT_APPLICABLE,NO,N/A,,NO,N/A,N/A,NONE,0,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",VIDEO_SCRIPT_READY_AWAITING_YOUTUBE,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
GLO-001,Asset,Glossary,12,Global,GREEN,YES,draft,YES,NO,,YES,YES,230,1 min,PASS,PASS,N/A,NO,N/A,,NO,N/A,N/A,CERTIFIED,2,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"PASS -- live authenticated Admin editor+preview QA 2026-08-21, found+fixed a real CTA-instruction leak (see p0-change-log.csv), 15/15 responsive cells pass, no other corruption","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
GLO-002,Liability,Glossary,12,Global,GREEN,YES,draft,YES,NO,,YES,YES,217,1 min,PASS,PASS,N/A,NO,N/A,,NO,N/A,N/A,CERTIFIED,3,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
GLO-003,Net Worth,Glossary,12,Global,GREEN,YES,draft,YES,NO,,YES,YES,322,2 min,PASS,PASS,N/A,NO,N/A,,NO,N/A,N/A,CERTIFIED,3,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
GLO-004,Gross Income,Glossary,13,Global,GREEN,YES,draft,YES,NO,,YES,YES,228,1 min,PASS,PASS,N/A,NO,N/A,,NO,N/A,N/A,CERTIFIED,2,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
GLO-005,Net Income,Glossary,13,Global,GREEN,YES,draft,YES,NO,,YES,YES,214,1 min,PASS,PASS,N/A,NO,N/A,,NO,N/A,N/A,CERTIFIED,4,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
GLO-006,Cash Flow,Glossary,13,Global,GREEN,YES,draft,YES,NO,,YES,YES,223,1 min,PASS,PASS,N/A,NO,N/A,,NO,N/A,N/A,CERTIFIED,4,"CTA_MAPPING_REQUIRED (resource_ctas empty, accepted per spec §17)",NEEDS_AUTHOR_ASSIGNMENT (accepted per spec §18),"NOT_DIRECTLY_SAMPLED -- covered by the same structural/validation checks (block-type validity, leak-pattern scan, related-content render) applied to all 84; not individually opened in the live Admin editor this pass","PASS -- real HTTP 404 (npx next start production server), noindex meta, genuine app 404 body; search/sitemap/glossary/videos listings confirmed to exclude this record's type-representative sample","PASS (0 hash/updated_at/audit churn on second real apply, see second-apply-idempotency-proof.json)",READY_FOR_HUMAN_EDITORIAL_REVIEW,"None blocking -- CTA_MAPPING_REQUIRED and NEEDS_AUTHOR_ASSIGNMENT are expected editorial-readiness states, not defects","Re-certified in the R1.7C closure pass 2026-08-21; foundational data verified live against DEV, not re-derived from the prior report alone."
